Latitude modul,Longitude modul,Sat count,Speed,Alt,Dates
-5.372152, 105.250090, 9, 0.44, 138.30, 14/9/2021
-5.372152, 105.250090, 9, 0.44, 137.50, 14/9/2021
-5.372152, 105.250090, 9, 0.44, 137.50, 14/9/2021
-5.372154, 105.250091, 9, 0.46, 137.50, 14/9/2021
-5.372154, 105.250091, 9, 0.46, 137.50, 14/9/2021
-5.372154, 105.250091, 9, 0.46, 136.70, 14/9/2021
-5.372154, 105.250091, 9, 0.46, 136.70, 14/9/2021
-5.372155, 105.250091, 9, 0.39, 136.70, 14/9/2021
-5.372155, 105.250091, 9, 0.39, 136.70, 14/9/2021
-5.372155, 105.250091, 9, 0.39, 136.70, 14/9/2021
-5.372155, 105.250091, 9, 0.22, 136.70, 14/9/2021
-5.372155, 105.250091, 9, 0.22, 136.70, 14/9/2021
-5.372155, 105.250091, 9, 0.22, 136.60, 14/9/2021
-5.372155, 105.250091, 9, 0.22, 136.60, 14/9/2021
-5.372159, 105.250091, 9, 0.41, 136.60, 14/9/2021
-5.372159, 105.250091, 9, 0.41, 136.60, 14/9/2021
-5.372159, 105.250091, 9, 0.41, 136.60, 14/9/2021
-5.372159, 105.250091, 9, 0.41, 136.60, 14/9/2021
-5.372160, 105.250092, 9, 0.26, 136.60, 14/9/2021
-5.372160, 105.250092, 9, 0.26, 136.60, 14/9/2021
-5.372160, 105.250092, 9, 0.26, 135.10, 14/9/2021
-5.372160, 105.250092, 9, 0.26, 135.10, 14/9/2021
-5.372160, 105.250092, 9, 0.26, 135.10, 14/9/2021
-5.372158, 105.250092, 9, 0.13, 135.10, 14/9/2021
-5.372158, 105.250092, 9, 0.13, 135.10, 14/9/2021
-5.372158, 105.250092, 9, 0.13, 135.10, 14/9/2021
-5.372158, 105.250092, 9, 0.13, 135.10, 14/9/2021
-5.372160, 105.250091, 9, 0.52, 135.10, 14/9/2021
-5.372160, 105.250091, 9, 0.52, 135.10, 14/9/2021
-5.372160, 105.250091, 9, 0.52, 135.10, 14/9/2021
-5.372163, 105.250092, 9, 0.44, 135.10, 14/9/2021
-5.372163, 105.250092, 9, 0.44, 135.10, 14/9/2021
-5.372163, 105.250092, 9, 0.44, 135.10, 14/9/2021
-5.372166, 105.250092, 9, 0.07, 135.10, 14/9/2021
-5.372166, 105.250092, 9, 0.07, 135.10, 14/9/2021
-5.372166, 105.250092, 9, 0.07, 135.10, 14/9/2021
-5.372166, 105.250092, 9, 0.07, 135.10, 14/9/2021
-5.372166, 105.250092, 9, 0.07, 135.10, 14/9/2021
-5.372170, 105.250092, 9, 0.94, 135.10, 14/9/2021
-5.372170, 105.250092, 9, 0.94, 135.10, 14/9/2021
-5.372170, 105.250092, 9, 0.94, 135.10, 14/9/2021
-5.372170, 105.250092, 9, 0.39, 135.10, 14/9/2021
-5.372170, 105.250092, 9, 0.39, 135.10, 14/9/2021
-5.372170, 105.250092, 9, 0.39, 133.80, 14/9/2021
-5.372170, 105.250092, 9, 0.39, 133.80, 14/9/2021
-5.372170, 105.250092, 9, 0.39, 133.80, 14/9/2021
-5.372174, 105.250094, 9, 1.46, 133.80, 14/9/2021
-5.372174, 105.250094, 9, 1.46, 133.80, 14/9/2021
-5.372174, 105.250094, 9, 1.46, 133.80, 14/9/2021
-5.372175, 105.250094, 9, 0.11, 133.80, 14/9/2021
-5.372175, 105.250094, 9, 0.11, 133.80, 14/9/2021
-5.372175, 105.250094, 9, 0.11, 133.60, 14/9/2021
-5.372175, 105.250094, 9, 0.11, 133.60, 14/9/2021
-5.372175, 105.250094, 9, 0.11, 133.60, 14/9/2021
-5.372176, 105.250095, 9, 0.30, 133.60, 14/9/2021
-5.372176, 105.250095, 9, 0.30, 133.60, 14/9/2021
-5.372176, 105.250095, 9, 0.30, 133.20, 14/9/2021
-5.372176, 105.250095, 9, 0.30, 133.20, 14/9/2021
-5.372177, 105.250097, 9, 0.93, 133.20, 14/9/2021
-5.372177, 105.250097, 9, 0.93, 133.20, 14/9/2021
-5.372177, 105.250097, 9, 0.93, 133.30, 14/9/2021
-5.372177, 105.250097, 9, 0.35, 133.30, 14/9/2021
-5.372177, 105.250097, 9, 0.35, 133.30, 14/9/2021
-5.372177, 105.250097, 8, 0.35, 133.00, 14/9/2021
-5.372177, 105.250097, 8, 0.35, 133.00, 14/9/2021
-5.372177, 105.250097, 8, 0.35, 133.00, 14/9/2021
-5.372179, 105.250099, 8, 0.15, 133.00, 14/9/2021
-5.372179, 105.250099, 8, 0.15, 133.00, 14/9/2021
-5.372179, 105.250099, 8, 0.15, 133.00, 14/9/2021
-5.372178, 105.250098, 8, 0.93, 133.00, 14/9/2021
-5.372178, 105.250098, 8, 0.93, 133.00, 14/9/2021
-5.372178, 105.250098, 8, 0.93, 133.30, 14/9/2021
-5.372178, 105.250098, 8, 0.93, 133.30, 14/9/2021
-5.372178, 105.250098, 8, 0.93, 133.30, 14/9/2021
-5.372178, 105.250100, 8, 0.61, 133.30, 14/9/2021
-5.372178, 105.250100, 8, 0.61, 133.30, 14/9/2021
-5.372178, 105.250100, 8, 0.61, 133.30, 14/9/2021
-5.372180, 105.250101, 8, 0.31, 133.30, 14/9/2021
-5.372180, 105.250101, 8, 0.31, 133.30, 14/9/2021
-5.372180, 105.250101, 9, 0.31, 132.10, 14/9/2021
-5.372180, 105.250101, 9, 0.31, 132.10, 14/9/2021
-5.372180, 105.250101, 9, 0.31, 132.10, 14/9/2021
-5.372179, 105.250100, 9, 0.11, 132.10, 14/9/2021
-5.372179, 105.250100, 9, 0.11, 132.10, 14/9/2021
-5.372179, 105.250100, 9, 0.11, 132.10, 14/9/2021
-5.372179, 105.250100, 9, 0.28, 132.10, 14/9/2021
-5.372179, 105.250100, 9, 0.28, 132.10, 14/9/2021
-5.372179, 105.250100, 9, 0.28, 132.10, 14/9/2021
-5.372179, 105.250100, 9, 0.28, 132.10, 14/9/2021
-5.372179, 105.250100, 9, 0.28, 132.10, 14/9/2021
-5.372182, 105.250101, 9, 0.33, 132.10, 14/9/2021
-5.372182, 105.250101, 9, 0.33, 132.10, 14/9/2021
-5.372182, 105.250101, 9, 0.33, 130.70, 14/9/2021
-5.372182, 105.250101, 9, 0.33, 130.70, 14/9/2021
-5.372178, 105.250098, 9, 1.50, 130.70, 14/9/2021
-5.372178, 105.250098, 9, 1.50, 130.70, 14/9/2021
-5.372178, 105.250098, 9, 1.50, 131.00, 14/9/2021
-5.372178, 105.250098, 9, 1.50, 131.00, 14/9/2021
-5.372179, 105.250098, 9, 0.43, 131.00, 14/9/2021
-5.372179, 105.250098, 9, 0.43, 131.00, 14/9/2021
-5.372179, 105.250098, 9, 0.43, 131.00, 14/9/2021
-5.372175, 105.250094, 9, 1.37, 131.00, 14/9/2021
-5.372175, 105.250094, 9, 1.37, 131.00, 14/9/2021
-5.372175, 105.250094, 9, 1.37, 130.50, 14/9/2021
-5.372175, 105.250094, 9, 1.37, 130.50, 14/9/2021
-5.372175, 105.250094, 9, 1.37, 130.50, 14/9/2021
-5.372173, 105.250093, 9, 0.22, 130.50, 14/9/2021
-5.372173, 105.250093, 9, 0.22, 130.50, 14/9/2021
-5.372173, 105.250093, 9, 0.22, 130.90, 14/9/2021
-5.372173, 105.250093, 9, 0.22, 130.90, 14/9/2021
-5.372172, 105.250091, 9, 0.31, 130.90, 14/9/2021
-5.372172, 105.250091, 9, 0.31, 130.90, 14/9/2021
-5.372172, 105.250091, 9, 0.31, 130.90, 14/9/2021
-5.372173, 105.250090, 9, 0.13, 130.90, 14/9/2021
-5.372173, 105.250090, 9, 0.13, 130.90, 14/9/2021
-5.372173, 105.250090, 9, 0.13, 130.60, 14/9/2021
-5.372173, 105.250090, 9, 0.13, 130.60, 14/9/2021
-5.372173, 105.250088, 9, 0.17, 130.60, 14/9/2021
-5.372173, 105.250088, 9, 0.17, 130.60, 14/9/2021
-5.372173, 105.250088, 9, 0.17, 130.60, 14/9/2021
-5.372173, 105.250088, 9, 0.17, 130.60, 14/9/2021
-5.372171, 105.250086, 9, 0.20, 130.60, 14/9/2021
-5.372171, 105.250086, 9, 0.20, 130.60, 14/9/2021
-5.372171, 105.250086, 9, 0.20, 130.50, 14/9/2021
-5.372171, 105.250086, 9, 0.20, 130.50, 14/9/2021
-5.372171, 105.250086, 9, 0.20, 130.50, 14/9/2021
-5.372168, 105.250085, 9, 0.39, 130.50, 14/9/2021
-5.372168, 105.250085, 9, 0.39, 130.50, 14/9/2021
-5.372168, 105.250085, 9, 0.39, 131.20, 14/9/2021
-5.372168, 105.250085, 9, 0.39, 131.20, 14/9/2021
-5.372167, 105.250083, 9, 1.20, 131.20, 14/9/2021
-5.372167, 105.250083, 9, 1.20, 131.20, 14/9/2021
-5.372167, 105.250083, 0, 1.20, 131.20, 14/9/2021
-5.372167, 105.250083, 0, 1.20, 131.20, 14/9/2021
-5.372164, 105.250081, 0, 0.24, 131.20, 14/9/2021
-5.372164, 105.250081, 0, 0.24, 131.20, 14/9/2021
-5.372161, 105.250080, 0, 0.37, 131.20, 14/9/2021
-5.372161, 105.250080, 0, 0.37, 131.20, 14/9/2021
-5.372161, 105.250080, 9, 0.37, 132.60, 14/9/2021
-5.372161, 105.250080, 9, 0.37, 132.60, 14/9/2021
-5.372161, 105.250080, 9, 0.37, 132.60, 14/9/2021
-5.372159, 105.250078, 9, 0.63, 132.60, 14/9/2021
-5.372159, 105.250078, 9, 0.63, 132.60, 14/9/2021
-5.372159, 105.250078, 9, 0.63, 132.60, 14/9/2021
-5.372160, 105.250078, 9, 0.33, 132.60, 14/9/2021
-5.372160, 105.250078, 9, 0.33, 132.60, 14/9/2021
-5.372160, 105.250078, 9, 0.33, 132.40, 14/9/2021
-5.372160, 105.250078, 9, 0.33, 132.40, 14/9/2021
-5.372160, 105.250078, 9, 0.33, 132.40, 14/9/2021
-5.372160, 105.250077, 9, 0.28, 132.40, 14/9/2021
-5.372160, 105.250077, 9, 0.28, 132.40, 14/9/2021
-5.372160, 105.250077, 9, 0.28, 132.40, 14/9/2021
-5.372158, 105.250075, 9, 0.33, 132.40, 14/9/2021
-5.372158, 105.250075, 9, 0.33, 132.40, 14/9/2021
-5.372158, 105.250075, 9, 0.33, 132.20, 14/9/2021
-5.372158, 105.250075, 9, 0.33, 132.20, 14/9/2021
-5.372158, 105.250075, 9, 0.33, 132.20, 14/9/2021
-5.372153, 105.250071, 9, 1.17, 132.20, 14/9/2021
-5.372153, 105.250071, 9, 1.17, 132.20, 14/9/2021
-5.372153, 105.250071, 9, 1.17, 133.40, 14/9/2021
-5.372153, 105.250071, 9, 1.17, 133.40, 14/9/2021
-5.372152, 105.250068, 9, 0.72, 133.40, 14/9/2021
-5.372152, 105.250068, 9, 0.72, 133.40, 14/9/2021
-5.372152, 105.250068, 9, 0.72, 133.40, 14/9/2021
-5.372152, 105.250068, 9, 0.72, 133.40, 14/9/2021
-5.372151, 105.250067, 9, 0.63, 133.40, 14/9/2021
-5.372151, 105.250067, 9, 0.63, 133.40, 14/9/2021
-5.372151, 105.250067, 9, 0.63, 133.40, 14/9/2021
-5.372148, 105.250065, 9, 0.20, 133.40, 14/9/2021
-5.372148, 105.250065, 9, 0.20, 133.40, 14/9/2021
-5.372148, 105.250065, 9, 0.20, 133.80, 14/9/2021
-5.372148, 105.250065, 9, 0.20, 133.80, 14/9/2021
-5.372148, 105.250065, 9, 0.20, 133.80, 14/9/2021
-5.372147, 105.250063, 9, 0.02, 133.80, 14/9/2021
-5.372147, 105.250063, 9, 0.02, 133.80, 14/9/2021
-5.372147, 105.250063, 9, 0.02, 133.40, 14/9/2021
-5.372147, 105.250063, 9, 0.02, 133.40, 14/9/2021
-5.372146, 105.250061, 9, 0.44, 133.40, 14/9/2021
-5.372146, 105.250061, 9, 0.44, 133.40, 14/9/2021
-5.372146, 105.250061, 9, 0.44, 133.40, 14/9/2021
-5.372146, 105.250061, 9, 0.44, 133.40, 14/9/2021
-5.372145, 105.250060, 9, 0.76, 133.40, 14/9/2021
-5.372145, 105.250060, 9, 0.76, 133.40, 14/9/2021
-5.372145, 105.250060, 9, 0.76, 133.40, 14/9/2021
-5.372143, 105.250057, 9, 0.50, 133.40, 14/9/2021
-5.372143, 105.250057, 9, 0.50, 133.40, 14/9/2021
-5.372143, 105.250057, 9, 0.50, 133.30, 14/9/2021
-5.372143, 105.250057, 9, 0.50, 133.30, 14/9/2021
-5.372143, 105.250057, 9, 0.50, 133.30, 14/9/2021
-5.372143, 105.250056, 9, 0.50, 133.30, 14/9/2021
-5.372143, 105.250056, 9, 0.50, 133.30, 14/9/2021
-5.372143, 105.250054, 9, 0.09, 133.30, 14/9/2021
-5.372143, 105.250054, 9, 0.09, 133.30, 14/9/2021
-5.372143, 105.250054, 9, 0.09, 133.00, 14/9/2021
-5.372143, 105.250054, 9, 0.09, 133.00, 14/9/2021
-5.372143, 105.250054, 9, 0.09, 133.00, 14/9/2021
-5.372142, 105.250052, 9, 0.35, 133.00, 14/9/2021
-5.372142, 105.250052, 9, 0.35, 133.00, 14/9/2021
-5.372142, 105.250051, 9, 0.09, 133.00, 14/9/2021
-5.372142, 105.250051, 9, 0.09, 133.00, 14/9/2021
-5.372142, 105.250051, 9, 0.09, 132.80, 14/9/2021
-5.372142, 105.250051, 9, 0.09, 132.80, 14/9/2021
-5.372142, 105.250051, 9, 0.09, 132.80, 14/9/2021
-5.372143, 105.250050, 9, 0.61, 132.80, 14/9/2021
-5.372143, 105.250050, 9, 0.61, 132.80, 14/9/2021
-5.372143, 105.250049, 9, 0.57, 132.80, 14/9/2021
-5.372143, 105.250049, 9, 0.57, 132.80, 14/9/2021
-5.372143, 105.250049, 9, 0.57, 132.50, 14/9/2021
-5.372143, 105.250049, 9, 0.57, 132.50, 14/9/2021
-5.372143, 105.250049, 9, 0.57, 132.50, 14/9/2021
-5.372144, 105.250049, 9, 0.33, 132.50, 14/9/2021
-5.372144, 105.250049, 9, 0.33, 132.50, 14/9/2021
-5.372144, 105.250049, 9, 0.33, 132.50, 14/9/2021
-5.372144, 105.250047, 9, 0.07, 132.50, 14/9/2021
-5.372144, 105.250047, 9, 0.07, 132.50, 14/9/2021
-5.372144, 105.250047, 9, 0.07, 132.50, 14/9/2021
-5.372144, 105.250047, 9, 0.07, 132.50, 14/9/2021
-5.372144, 105.250047, 9, 0.07, 132.50, 14/9/2021
-5.372144, 105.250046, 9, 0.43, 132.50, 14/9/2021
-5.372144, 105.250046, 9, 0.43, 132.50, 14/9/2021
-5.372144, 105.250046, 9, 0.43, 132.50, 14/9/2021
-5.372144, 105.250046, 9, 0.43, 132.50, 14/9/2021
-5.372142, 105.250044, 9, 0.06, 132.50, 14/9/2021
-5.372142, 105.250044, 9, 0.06, 132.50, 14/9/2021
-5.372142, 105.250044, 9, 0.06, 133.10, 14/9/2021
-5.372142, 105.250044, 9, 0.06, 133.10, 14/9/2021
-5.372138, 105.250041, 9, 1.15, 133.10, 14/9/2021
-5.372138, 105.250041, 9, 1.15, 133.10, 14/9/2021
-5.372138, 105.250041, 9, 1.15, 133.10, 14/9/2021
-5.372138, 105.250041, 9, 1.15, 133.10, 14/9/2021
-5.372138, 105.250040, 9, 0.41, 133.10, 14/9/2021
-5.372138, 105.250040, 9, 0.41, 133.10, 14/9/2021
-5.372138, 105.250040, 9, 0.41, 134.00, 14/9/2021
-5.372138, 105.250040, 9, 0.41, 134.00, 14/9/2021
-5.372139, 105.250041, 9, 0.22, 134.00, 14/9/2021
-5.372139, 105.250041, 9, 0.22, 134.00, 14/9/2021
-5.372139, 105.250041, 9, 0.22, 134.00, 14/9/2021
-5.372139, 105.250041, 9, 0.22, 134.00, 14/9/2021
-5.372138, 105.250039, 9, 0.20, 134.00, 14/9/2021
-5.372138, 105.250039, 9, 0.20, 134.00, 14/9/2021
-5.372138, 105.250039, 9, 0.20, 133.80, 14/9/2021
-5.372138, 105.250039, 9, 0.20, 133.80, 14/9/2021
-5.372135, 105.250036, 9, 0.44, 133.80, 14/9/2021
-5.372135, 105.250036, 9, 0.44, 133.80, 14/9/2021
-5.372135, 105.250036, 9, 0.44, 133.80, 14/9/2021
-5.372134, 105.250034, 9, 0.72, 133.80, 14/9/2021
-5.372134, 105.250034, 9, 0.72, 133.80, 14/9/2021
-5.372134, 105.250034, 9, 0.72, 134.40, 14/9/2021
-5.372134, 105.250034, 9, 0.72, 134.40, 14/9/2021
-5.372134, 105.250034, 9, 0.72, 134.40, 14/9/2021
-5.372134, 105.250034, 9, 0.31, 134.40, 14/9/2021
-5.372134, 105.250034, 9, 0.31, 134.40, 14/9/2021
-5.372133, 105.250033, 9, 0.13, 134.40, 14/9/2021
-5.372133, 105.250033, 9, 0.13, 134.40, 14/9/2021
-5.372133, 105.250033, 9, 0.13, 134.40, 14/9/2021
-5.372133, 105.250033, 9, 0.13, 134.40, 14/9/2021
-5.372133, 105.250033, 9, 0.13, 134.40, 14/9/2021
-5.372129, 105.250028, 9, 0.56, 134.40, 14/9/2021
-5.372129, 105.250028, 9, 0.56, 134.40, 14/9/2021
-5.372126, 105.250026, 9, 1.15, 134.40, 14/9/2021
-5.372126, 105.250026, 9, 1.15, 134.40, 14/9/2021
-5.372126, 105.250026, 9, 1.15, 135.60, 14/9/2021
-5.372126, 105.250026, 9, 1.15, 135.60, 14/9/2021
-5.372126, 105.250026, 9, 1.15, 135.60, 14/9/2021
-5.372125, 105.250024, 9, 1.09, 135.60, 14/9/2021
-5.372125, 105.250024, 9, 1.09, 135.60, 14/9/2021
-5.372123, 105.250022, 9, 1.13, 135.60, 14/9/2021
-5.372123, 105.250022, 9, 1.13, 135.60, 14/9/2021
-5.372123, 105.250022, 9, 1.13, 136.00, 14/9/2021
-5.372123, 105.250022, 9, 1.13, 136.00, 14/9/2021
-5.372123, 105.250022, 9, 1.13, 136.00, 14/9/2021
-5.372123, 105.250021, 9, 0.09, 136.00, 14/9/2021
-5.372123, 105.250021, 9, 0.09, 136.00, 14/9/2021
-5.372122, 105.250019, 9, 0.24, 136.00, 14/9/2021
-5.372122, 105.250019, 9, 0.24, 136.00, 14/9/2021
-5.372122, 105.250019, 9, 0.24, 136.70, 14/9/2021
-5.372122, 105.250019, 9, 0.24, 136.70, 14/9/2021
-5.372122, 105.250019, 9, 0.24, 136.70, 14/9/2021
-5.372124, 105.250020, 9, 0.26, 136.70, 14/9/2021
-5.372124, 105.250020, 9, 0.26, 136.70, 14/9/2021
-5.372123, 105.250018, 9, 0.87, 136.70, 14/9/2021
-5.372123, 105.250018, 9, 0.87, 136.70, 14/9/2021
-5.372123, 105.250018, 9, 0.87, 136.40, 14/9/2021
-5.372123, 105.250018, 9, 0.87, 136.40, 14/9/2021
-5.372123, 105.250018, 9, 0.87, 136.40, 14/9/2021
-5.372119, 105.250014, 9, 1.26, 136.40, 14/9/2021
-5.372119, 105.250014, 9, 1.26, 136.40, 14/9/2021
-5.372119, 105.250014, 9, 1.26, 136.40, 14/9/2021
-5.372118, 105.250013, 9, 0.04, 136.40, 14/9/2021
-5.372118, 105.250013, 9, 0.04, 136.40, 14/9/2021
-5.372118, 105.250013, 9, 0.04, 137.20, 14/9/2021
-5.372118, 105.250013, 9, 0.04, 137.20, 14/9/2021
-5.372118, 105.250013, 9, 0.04, 137.20, 14/9/2021
-5.372119, 105.250013, 9, 0.37, 137.20, 14/9/2021
-5.372119, 105.250013, 9, 0.37, 137.20, 14/9/2021
-5.372119, 105.250013, 9, 0.37, 137.20, 14/9/2021
-5.372119, 105.250013, 9, 0.26, 137.20, 14/9/2021
-5.372119, 105.250013, 9, 0.26, 137.20, 14/9/2021
-5.372119, 105.250013, 9, 0.26, 137.30, 14/9/2021
-5.372119, 105.250013, 9, 0.26, 137.30, 14/9/2021
-5.372119, 105.250013, 9, 0.26, 137.30, 14/9/2021
-5.372119, 105.250012, 9, 0.11, 137.30, 14/9/2021
-5.372119, 105.250012, 9, 0.11, 137.30, 14/9/2021
-5.372119, 105.250012, 9, 0.11, 137.40, 14/9/2021
-5.372119, 105.250012, 9, 0.11, 137.40, 14/9/2021
-5.372122, 105.250015, 9, 1.13, 137.40, 14/9/2021
-5.372122, 105.250015, 9, 1.13, 137.40, 14/9/2021
-5.372122, 105.250015, 9, 1.13, 137.40, 14/9/2021
-5.372124, 105.250016, 9, 0.52, 137.40, 14/9/2021
-5.372124, 105.250016, 9, 0.52, 137.40, 14/9/2021
-5.372124, 105.250016, 9, 0.52, 136.20, 14/9/2021
-5.372124, 105.250016, 9, 0.52, 136.20, 14/9/2021
-5.372124, 105.250016, 9, 0.52, 136.20, 14/9/2021
-5.372124, 105.250016, 9, 0.15, 136.20, 14/9/2021
-5.372124, 105.250016, 9, 0.15, 136.20, 14/9/2021
-5.372124, 105.250016, 9, 0.15, 136.50, 14/9/2021
-5.372126, 105.250017, 9, 0.46, 136.50, 14/9/2021
-5.372126, 105.250017, 9, 0.46, 136.50, 14/9/2021
-5.372126, 105.250017, 9, 0.46, 136.20, 14/9/2021
-5.372126, 105.250017, 9, 0.46, 136.20, 14/9/2021
-5.372126, 105.250017, 9, 0.46, 136.20, 14/9/2021
-5.372125, 105.250016, 9, 0.15, 136.20, 14/9/2021
-5.372125, 105.250016, 9, 0.15, 136.20, 14/9/2021
-5.372125, 105.250016, 9, 0.15, 136.60, 14/9/2021
-5.372125, 105.250016, 9, 0.15, 136.60, 14/9/2021
-5.372122, 105.250014, 9, 0.57, 136.60, 14/9/2021
-5.372122, 105.250014, 9, 0.57, 136.60, 14/9/2021
-5.372122, 105.250014, 9, 0.57, 137.00, 14/9/2021
-5.372122, 105.250014, 9, 0.57, 137.00, 14/9/2021
-5.372124, 105.250016, 9, 0.65, 137.00, 14/9/2021
-5.372124, 105.250016, 9, 0.65, 137.00, 14/9/2021
-5.372124, 105.250016, 9, 0.65, 136.70, 14/9/2021
-5.372122, 105.250014, 9, 0.76, 136.70, 14/9/2021
-5.372122, 105.250014, 9, 0.76, 136.70, 14/9/2021
-5.372122, 105.250014, 9, 0.76, 137.20, 14/9/2021
-5.372122, 105.250014, 9, 0.76, 137.20, 14/9/2021
-5.372120, 105.250013, 9, 0.09, 137.20, 14/9/2021
-5.372120, 105.250013, 9, 0.09, 137.20, 14/9/2021
-5.372120, 105.250013, 9, 0.09, 137.20, 14/9/2021
-5.372120, 105.250013, 9, 0.09, 137.20, 14/9/2021
-5.372122, 105.250015, 9, 0.57, 137.20, 14/9/2021
-5.372122, 105.250015, 9, 0.57, 137.20, 14/9/2021
-5.372122, 105.250015, 9, 0.57, 137.30, 14/9/2021
-5.372122, 105.250015, 9, 0.57, 137.30, 14/9/2021
-5.372122, 105.250015, 9, 0.57, 137.30, 14/9/2021
-5.372121, 105.250015, 9, 0.07, 137.30, 14/9/2021
-5.372121, 105.250015, 9, 0.07, 137.30, 14/9/2021
-5.372121, 105.250015, 9, 0.07, 137.30, 14/9/2021
-5.372122, 105.250016, 9, 0.33, 137.30, 14/9/2021
-5.372122, 105.250016, 9, 0.33, 137.30, 14/9/2021
-5.372122, 105.250016, 9, 0.33, 137.20, 14/9/2021
-5.372122, 105.250016, 9, 0.33, 137.20, 14/9/2021
-5.372122, 105.250016, 9, 0.33, 137.20, 14/9/2021
-5.372119, 105.250014, 9, 0.19, 137.20, 14/9/2021
-5.372119, 105.250014, 9, 0.19, 137.20, 14/9/2021
-5.372119, 105.250014, 9, 0.19, 137.20, 14/9/2021
-5.372115, 105.250011, 9, 0.43, 137.20, 14/9/2021
-5.372115, 105.250011, 9, 0.43, 137.20, 14/9/2021
-5.372115, 105.250011, 9, 0.43, 138.30, 14/9/2021
-5.372115, 105.250011, 9, 0.43, 138.30, 14/9/2021
-5.372115, 105.250011, 9, 0.43, 138.30, 14/9/2021
-5.372116, 105.250011, 9, 0.06, 138.30, 14/9/2021
-5.372116, 105.250011, 9, 0.06, 138.30, 14/9/2021
-5.372116, 105.250011, 9, 0.06, 138.30, 14/9/2021
-5.372116, 105.250012, 9, 0.33, 138.30, 14/9/2021
-5.372116, 105.250012, 9, 0.33, 138.30, 14/9/2021
-5.372116, 105.250012, 9, 0.33, 138.10, 14/9/2021
-5.372116, 105.250012, 9, 0.33, 138.10, 14/9/2021
-5.372116, 105.250012, 9, 0.33, 138.10, 14/9/2021
-5.372117, 105.250014, 9, 0.76, 138.10, 14/9/2021
-5.372117, 105.250014, 9, 0.76, 138.10, 14/9/2021
-5.372117, 105.250014, 9, 0.76, 138.00, 14/9/2021
-5.372117, 105.250014, 9, 0.76, 138.00, 14/9/2021
-5.372116, 105.250013, 9, 0.46, 138.00, 14/9/2021
-5.372116, 105.250013, 9, 0.46, 138.00, 14/9/2021
-5.372116, 105.250013, 9, 0.46, 138.00, 14/9/2021
-5.372112, 105.250010, 9, 1.00, 138.00, 14/9/2021
-5.372112, 105.250010, 9, 1.00, 138.00, 14/9/2021
-5.372112, 105.250010, 9, 1.00, 139.30, 14/9/2021
-5.372112, 105.250010, 9, 1.00, 139.30, 14/9/2021
-5.372112, 105.250010, 9, 1.00, 139.30, 14/9/2021
-5.372112, 105.250010, 9, 0.43, 139.30, 14/9/2021
-5.372112, 105.250010, 9, 0.43, 139.30, 14/9/2021
-5.372112, 105.250010, 9, 0.43, 139.20, 14/9/2021
-5.372112, 105.250010, 9, 0.43, 139.20, 14/9/2021
-5.372113, 105.250011, 9, 0.22, 139.20, 14/9/2021
-5.372113, 105.250011, 9, 0.22, 139.20, 14/9/2021
-5.372113, 105.250011, 9, 0.22, 138.80, 14/9/2021
-5.372113, 105.250011, 9, 1.09, 138.80, 14/9/2021
-5.372113, 105.250011, 9, 1.09, 138.80, 14/9/2021
-5.372113, 105.250011, 9, 1.09, 139.10, 14/9/2021
-5.372113, 105.250011, 9, 1.09, 139.10, 14/9/2021
-5.372113, 105.250011, 9, 1.09, 139.10, 14/9/2021
-5.372115, 105.250014, 9, 0.67, 139.10, 14/9/2021
-5.372115, 105.250014, 9, 0.67, 139.10, 14/9/2021
-5.372115, 105.250014, 9, 0.67, 138.50, 14/9/2021
-5.372114, 105.250013, 9, 0.07, 138.50, 14/9/2021
-5.372114, 105.250013, 9, 0.07, 138.50, 14/9/2021
-5.372114, 105.250013, 9, 0.07, 139.00, 14/9/2021
-5.372114, 105.250013, 9, 0.07, 139.00, 14/9/2021
-5.372114, 105.250013, 9, 0.07, 139.00, 14/9/2021
-5.372114, 105.250012, 9, 0.26, 139.00, 14/9/2021
-5.372114, 105.250012, 9, 0.26, 139.00, 14/9/2021
-5.372112, 105.250011, 9, 0.11, 139.00, 14/9/2021
-5.372112, 105.250011, 9, 0.11, 139.00, 14/9/2021
-5.372112, 105.250011, 9, 0.11, 139.70, 14/9/2021
-5.372112, 105.250011, 9, 0.11, 139.70, 14/9/2021
-5.372110, 105.250010, 9, 0.28, 139.70, 14/9/2021
-5.372110, 105.250010, 9, 0.28, 139.70, 14/9/2021
-5.372110, 105.250010, 9, 0.28, 139.70, 14/9/2021
-5.372110, 105.250010, 9, 0.28, 139.70, 14/9/2021
-5.372109, 105.250009, 9, 0.54, 139.70, 14/9/2021
-5.372109, 105.250009, 9, 0.54, 139.70, 14/9/2021
-5.372109, 105.250009, 9, 0.54, 140.20, 14/9/2021
-5.372109, 105.250009, 9, 0.54, 140.20, 14/9/2021
-5.372109, 105.250009, 9, 0.54, 140.20, 14/9/2021
-5.372106, 105.250008, 9, 1.43, 140.20, 14/9/2021
-5.372106, 105.250008, 9, 1.43, 140.20, 14/9/2021
-5.372106, 105.250008, 9, 1.43, 140.20, 14/9/2021
-5.372106, 105.250008, 9, 1.43, 140.20, 14/9/2021
-5.372106, 105.250008, 9, 0.11, 140.20, 14/9/2021
-5.372106, 105.250008, 9, 0.11, 140.20, 14/9/2021
-5.372106, 105.250008, 9, 0.11, 140.20, 14/9/2021
